contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist 4,Short Term - Berkeley",000007085,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007085,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007086,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007086,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007086,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007087,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007087,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007087,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007088,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007088,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007088,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007089,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007089,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007089,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007090,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007090,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007090,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007091,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007091,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007091,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007092,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007092,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007092,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007093,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007093,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007093,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007094,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007094,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007094,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007095,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007095,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007095,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007096,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007096,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007096,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007097,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007097,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007097,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007098,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007098,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007098,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007099,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007099,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007099,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007100,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007100,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007100,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007101,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007101,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007101,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007102,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007102,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007102,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007103,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007103,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007103,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007104,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007104,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007104,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007105,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007105,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007105,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007106,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007106,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007106,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007107,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007107,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007107,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007108,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007108,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007108,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007109,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007109,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007109,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007110,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007110,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007110,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007111,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007111,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007111,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007112,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007112,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007112,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007113,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007113,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007113,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007114,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007114,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007114,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007115,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007115,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007115,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007116,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007116,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007116,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007117,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007117,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007117,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007118,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007118,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007118,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007119,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007119,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007119,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007120,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007120,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007120,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007121,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007121,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007121,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007122,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007122,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007122,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007123,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007123,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007123,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007124,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007124,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007124,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007125,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007125,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007125,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007126,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007126,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007126,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007127,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007127,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007127,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007128,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007128,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007128,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007129,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007129,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007129,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007130,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007130,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007130,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007131,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007131,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007131,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007132,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007132,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007132,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007133,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007133,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007133,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007134,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007134,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007134,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007135,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007135,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007135,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007136,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007136,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007136,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007137,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007137,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007137,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007138,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007138,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007138,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007139,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007139,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007139,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007140,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007140,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007140,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007141,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007141,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007141,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007142,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007142,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007142,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007143,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007143,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007143,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007144,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007144,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007144,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007145,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007145,0000001,Election Day - 400C,201900,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007145,0000001,Election Day - 400C,201900,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007146,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007146,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007146,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007147,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007147,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007147,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007148,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007148,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007148,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007149,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007149,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007149,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007150,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007150,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007150,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007151,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007151,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007151,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007152,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007152,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007152,0000001,Election Day - 400C,201900,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007153,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007153,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007153,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007154,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007154,0000001,Election Day - 400C,201900,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007154,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007155,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007155,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007155,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007156,0000001,Election Day - 400C,201900,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007156,0000001,Election Day - 400C,201900,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007156,0000001,Election Day - 400C,201900,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007157,0000001,Election Day - 400C,201900,1,BEN GOULD,0,0
