contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016524,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016525,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016525,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016525,0000004,Vote by Mail - 400C,208910,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016526,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016526,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016526,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016527,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016527,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016527,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016528,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016528,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016528,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016529,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016529,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016529,0000004,Vote by Mail - 400C,208910,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016530,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016530,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016530,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016531,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016531,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016531,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016532,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016532,0000004,Vote by Mail - 400C,208910,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016532,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016533,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016533,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016533,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016534,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016534,0000004,Vote by Mail - 400C,208910,2,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016534,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016535,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016535,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016535,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016536,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016536,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016536,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016537,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016537,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016537,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016538,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016538,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016538,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016539,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016539,0000004,Vote by Mail - 400C,208910,2,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016539,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016540,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016540,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016540,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016541,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016541,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016541,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016542,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016542,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016542,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016543,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016543,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016543,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016544,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016544,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016544,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016545,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016545,0000004,Vote by Mail - 400C,208910,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016545,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016546,0000004,Vote by Mail - 400C,208910,1,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016546,0000004,Vote by Mail - 400C,208910,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016546,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016547,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016547,0000004,Vote by Mail - 400C,208910,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016547,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016548,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016548,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016548,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016549,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016549,0000004,Vote by Mail - 400C,208910,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016549,0000004,Vote by Mail - 400C,208910,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016550,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016550,0000004,Vote by Mail - 400C,208910,2,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016550,0000004,Vote by Mail - 400C,208910,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016551,0000004,Vote by Mail - 400C,208910,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016551,0000004,Vote by Mail - 400C,208910,2,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016551,0000004,Vote by Mail - 400C,208910,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016552,0000004,Vote by Mail - 400C,208910,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016552,0000004,Vote by Mail - 400C,208910,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016552,0000004,Vote by Mail - 400C,208910,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016553,0000004,Vote by Mail - 400C,208910,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016553,0000004,Vote by Mail - 400C,208910,2,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016553,0000004,Vote by Mail - 400C,208910,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016554,0000004,Vote by Mail - 400C,208920,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016554,0000004,Vote by Mail - 400C,208920,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016554,0000004,Vote by Mail - 400C,208920,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016555,0000004,Vote by Mail - 400C,208920,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016555,0000004,Vote by Mail - 400C,208920,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016555,0000004,Vote by Mail - 400C,208920,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016556,0000004,Vote by Mail - 400C,208920,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016556,0000004,Vote by Mail - 400C,208920,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016556,0000004,Vote by Mail - 400C,208920,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016557,0000004,Vote by Mail - 400C,208920,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016557,0000004,Vote by Mail - 400C,208920,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016557,0000004,Vote by Mail - 400C,208920,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016558,0000004,Vote by Mail - 400C,208920,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016558,0000004,Vote by Mail - 400C,208920,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016558,0000004,Vote by Mail - 400C,208920,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016559,0000004,Vote by Mail - 400C,208920,1,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016559,0000004,Vote by Mail - 400C,208920,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016559,0000004,Vote by Mail - 400C,208920,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016560,0000004,Vote by Mail - 400C,208920,1,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016560,0000004,Vote by Mail - 400C,208920,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016560,0000004,Vote by Mail - 400C,208920,3,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016561,0000004,Vote by Mail - 400C,208920,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016561,0000004,Vote by Mail - 400C,208920,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016561,0000004,Vote by Mail - 400C,208920,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016562,0000004,Vote by Mail - 400C,208920,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016562,0000004,Vote by Mail - 400C,208920,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016562,0000004,Vote by Mail - 400C,208920,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016563,0000004,Vote by Mail - 400C,208920,1,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016563,0000004,Vote by Mail - 400C,208920,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016563,0000004,Vote by Mail - 400C,208920,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016564,0000004,Vote by Mail - 400C,208920,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016564,0000004,Vote by Mail - 400C,208920,2,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016564,0000004,Vote by Mail - 400C,208920,3,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016565,0000004,Vote by Mail - 400C,208920,1,DARRYL MOORE,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016565,0000004,Vote by Mail - 400C,208920,2,CHERYL DAVILA,0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016565,0000004,Vote by Mail - 400C,208920,3,"NANCI IRA ARMSTRONG-TEMPLE",0,0
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016566,0000004,Vote by Mail - 400C,208920,1,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016566,0000004,Vote by Mail - 400C,208920,2,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016566,0000004,Vote by Mail - 400C,208920,3,NA,0,1
"Member, City Council, Dist. 2 - Berkeley (RCV)",000016567,0000004,Vote by Mail - 400C,208920,1,DARRYL MOORE,0,0
