contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005404,0000001,Vote by Mail - 400C,204310,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005404,0000001,Vote by Mail - 400C,204310,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005404,0000001,Vote by Mail - 400C,204310,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005405,0000001,Vote by Mail - 400C,204310,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005405,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005405,0000001,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005406,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005406,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005406,0000001,Vote by Mail - 400C,204310,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005407,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005407,0000001,Vote by Mail - 400C,204310,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005407,0000001,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005408,0000001,Vote by Mail - 400C,204310,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005408,0000001,Vote by Mail - 400C,204310,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005408,0000001,Vote by Mail - 400C,204310,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005409,0000001,Vote by Mail - 400C,204310,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005409,0000001,Vote by Mail - 400C,204310,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005409,0000001,Vote by Mail - 400C,204310,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005410,0000001,Vote by Mail - 400C,204310,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005410,0000001,Vote by Mail - 400C,204310,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005410,0000001,Vote by Mail - 400C,204310,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005411,0000001,Vote by Mail - 400C,204310,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005411,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005411,0000001,Vote by Mail - 400C,204310,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005412,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005412,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005412,0000001,Vote by Mail - 400C,204310,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005413,0000001,Vote by Mail - 400C,204310,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005413,0000001,Vote by Mail - 400C,204310,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005413,0000001,Vote by Mail - 400C,204310,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005414,0000001,Vote by Mail - 400C,204310,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005414,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005414,0000001,Vote by Mail - 400C,204310,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005415,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005415,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005415,0000001,Vote by Mail - 400C,204310,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005416,0000001,Vote by Mail - 400C,204310,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005416,0000001,Vote by Mail - 400C,204310,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005416,0000001,Vote by Mail - 400C,204310,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005417,0000001,Vote by Mail - 400C,204310,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005417,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005417,0000001,Vote by Mail - 400C,204310,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005418,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005418,0000001,Vote by Mail - 400C,204310,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005418,0000001,Vote by Mail - 400C,204310,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005419,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005419,0000001,Vote by Mail - 400C,204310,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005419,0000001,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005420,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005420,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005420,0000001,Vote by Mail - 400C,204310,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005421,0000001,Vote by Mail - 400C,204310,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005421,0000001,Vote by Mail - 400C,204310,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005421,0000001,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005422,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005422,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005422,0000001,Vote by Mail - 400C,204310,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005423,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005423,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005423,0000001,Vote by Mail - 400C,204310,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005424,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005424,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005424,0000001,Vote by Mail - 400C,204310,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005425,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005425,0000001,Vote by Mail - 400C,204310,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005425,0000001,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005426,0000001,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005426,0000001,Vote by Mail - 400C,204310,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005426,0000001,Vote by Mail - 400C,204310,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005427,0000001,Vote by Mail - 400C,204310,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005427,0000001,Vote by Mail - 400C,204310,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000005427,0000001,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006111,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006111,0000001,Vote by Mail - 400C,208600,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006111,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006112,0000001,Vote by Mail - 400C,208600,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006112,0000001,Vote by Mail - 400C,208600,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006112,0000001,Vote by Mail - 400C,208600,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006113,0000001,Vote by Mail - 400C,208600,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006113,0000001,Vote by Mail - 400C,208600,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006113,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006114,0000001,Vote by Mail - 400C,208600,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006114,0000001,Vote by Mail - 400C,208600,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006114,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006115,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006115,0000001,Vote by Mail - 400C,208600,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006115,0000001,Vote by Mail - 400C,208600,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006116,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006116,0000001,Vote by Mail - 400C,208600,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006116,0000001,Vote by Mail - 400C,208600,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006117,0000001,Vote by Mail - 400C,208600,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006117,0000001,Vote by Mail - 400C,208600,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006117,0000001,Vote by Mail - 400C,208600,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006118,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006118,0000001,Vote by Mail - 400C,208600,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006118,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006119,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006119,0000001,Vote by Mail - 400C,208600,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006119,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006120,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006120,0000001,Vote by Mail - 400C,208600,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006120,0000001,Vote by Mail - 400C,208600,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006121,0000001,Vote by Mail - 400C,208600,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006121,0000001,Vote by Mail - 400C,208600,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006121,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006122,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006122,0000001,Vote by Mail - 400C,208600,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006122,0000001,Vote by Mail - 400C,208600,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006123,0000001,Vote by Mail - 400C,208600,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006123,0000001,Vote by Mail - 400C,208600,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006123,0000001,Vote by Mail - 400C,208600,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006124,0000001,Vote by Mail - 400C,208600,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006124,0000001,Vote by Mail - 400C,208600,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006124,0000001,Vote by Mail - 400C,208600,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006125,0000001,Vote by Mail - 400C,208600,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006125,0000001,Vote by Mail - 400C,208600,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006125,0000001,Vote by Mail - 400C,208600,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006126,0000001,Vote by Mail - 400C,208600,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006126,0000001,Vote by Mail - 400C,208600,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006126,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006127,0000001,Vote by Mail - 400C,208600,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006127,0000001,Vote by Mail - 400C,208600,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006127,0000001,Vote by Mail - 400C,208600,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006128,0000001,Vote by Mail - 400C,208600,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006128,0000001,Vote by Mail - 400C,208600,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006128,0000001,Vote by Mail - 400C,208600,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006129,0000001,Vote by Mail - 400C,208600,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006129,0000001,Vote by Mail - 400C,208600,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006129,0000001,Vote by Mail - 400C,208600,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006130,0000001,Vote by Mail - 400C,208600,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006130,0000001,Vote by Mail - 400C,208600,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006130,0000001,Vote by Mail - 400C,208600,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006131,0000001,Vote by Mail - 400C,208600,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000006131,0000001,Vote by Mail - 400C,208600,2,MARK A. COPLAN,0,0
